job_id,client_id,pay_amount,pay_verified,response_time_hours,complaints_count,complaints_payment_related,info_complete,profile_complete,past_jobs,past_paid_jobs,account_age_days,risk_label
J2076,C882,307.89,1,10.26,0,0,1,1,8,8,1882,safe
J2077,C1147,778.59,0,35.32,0,0,0,0,5,2,194,high_risk
J2078,C4,650.79,1,8.72,1,1,0,1,4,4,451,caution
J2079,C997,634.57,1,39.46,0,0,0,0,0,0,0,caution
J2080,C15,547.62,0,31.14,0,0,0,0,0,0,2,high_risk
J2081,C973,1899.63,0,69.51,4,0,1,0,1,0,365,high_risk
J2082,C1142,415.41,1,12.37,2,0,1,1,0,0,77,caution
J2083,C684,331.35,0,37.23,0,0,0,0,4,2,838,caution
J2084,C29,411.04,1,22.11,1,1,1,1,9,9,1201,caution
J2085,C1140,237.66,0,56.5,0,0,0,0,11,4,1685,high_risk
J2086,C271,2387.12,1,17.75,1,0,1,1,14,14,1771,caution
J2087,C521,300.27,1,71.74,3,0,0,0,3,3,931,caution
J2088,C1088,630.37,0,27.17,0,0,0,0,4,2,862,caution
J2089,C414,636.01,1,4.93,2,0,0,1,7,5,1864,caution
J2090,C124,551.95,0,35.84,0,0,0,0,0,0,17,high_risk
J2091,C1185,398.7,0,35.76,0,0,1,1,1,0,442,high_risk
J2092,C1038,330.84,0,48.08,0,0,0,0,0,0,1,high_risk
J2093,C412,354.84,1,10.9,2,0,1,0,0,0,29,caution
J2094,C361,315.16,0,18.12,6,0,1,1,3,1,490,high_risk
J2095,C1086,497.67,1,7.49,1,0,1,1,9,9,1956,caution
J2096,C1156,478.03,1,11.04,0,0,0,1,0,0,23,caution
J2097,C463,881.28,1,14.07,0,0,1,0,3,3,1112,caution
J2098,C321,871.59,1,16.12,0,0,1,1,4,4,1002,safe
J2099,C873,805.4,0,23.63,0,0,1,0,0,0,13,high_risk
J2100,C666,460.14,0,25.01,0,0,0,0,0,0,26,high_risk
J2101,C584,217.05,1,25.19,0,0,1,1,1,1,8,safe
J2102,C119,536.89,0,16.22,7,1,0,0,3,1,787,high_risk
J2103,C712,450.52,1,7.09,1,0,1,1,12,12,1510,caution
J2104,C79,507.67,0,136.87,0,0,0,0,0,0,9,high_risk
J2105,C1084,586.37,1,8.88,2,1,1,1,9,8,1820,high_risk
J2106,C329,640.71,0,12.24,0,0,0,0,0,0,18,high_risk
J2107,C867,144.38,1,5.79,1,0,0,1,8,7,1415,caution
J2108,C176,759.1,1,3.68,0,0,1,1,5,5,1544,safe
J2109,C962,691.53,0,98.47,0,0,0,0,0,0,19,high_risk
J2110,C521,385.28,0,35.04,0,0,0,0,0,0,8,high_risk
J2111,C544,1702.46,1,6.52,0,0,1,1,11,10,1189,safe
J2112,C134,449.66,0,31.08,5,1,1,1,2,1,97,high_risk
J2113,C123,506.98,1,34.03,0,0,0,1,6,6,1166,caution
J2114,C992,470.56,1,13.43,0,0,1,0,2,2,807,caution
J2115,C1106,355.22,0,97.5,3,1,0,0,0,0,9,high_risk
J2116,C686,248.96,1,13.44,0,0,0,1,0,0,10,caution
J2117,C1173,1046.71,0,10.96,0,0,1,1,12,6,1427,caution
J2118,C441,3580.81,0,108.41,0,0,0,0,0,0,8,high_risk
J2119,C344,527.7,1,7.9,0,0,1,1,9,9,1767,safe
J2120,C937,862.52,0,19.31,3,0,0,0,1,0,222,high_risk
J2121,C1049,163.7,0,68.27,0,0,0,0,0,0,27,high_risk
J2122,C93,1256.49,1,15.2,0,0,1,0,1,1,337,caution
J2123,C671,376.71,1,15.39,0,0,1,1,0,0,10,caution
J2124,C929,401.37,0,23.27,0,0,1,0,2,1,394,caution
J2125,C433,1524.98,1,8.17,1,0,1,1,13,13,1101,caution
J2126,C502,412.41,1,13.58,0,0,1,1,11,10,1269,safe
J2127,C32,143.95,1,16.32,0,0,1,1,12,11,1519,safe
J2128,C355,297.0,1,10.66,0,0,1,1,5,5,898,safe
J2129,C961,315.91,1,17.11,0,0,1,1,8,7,1880,safe
J2130,C1158,411.13,1,15.6,1,0,1,1,2,2,765,caution
J2131,C1181,309.28,0,28.01,3,1,1,1,1,0,338,high_risk
J2132,C591,464.44,1,13.87,0,0,0,1,1,1,18,caution
J2133,C251,470.62,0,21.7,0,0,1,0,0,0,281,high_risk
J2134,C1186,69.09,0,33.86,0,0,1,0,4,3,906,caution
J2135,C10,285.41,0,17.82,0,0,0,0,0,0,4,high_risk
J2136,C906,543.28,0,154.44,0,0,0,0,8,5,1712,high_risk
J2137,C393,477.79,0,6.0,5,0,1,0,2,1,277,caution
J2138,C357,148.45,0,26.14,0,0,0,0,0,0,17,high_risk
J2139,C1096,660.99,1,16.58,0,0,1,1,10,10,1961,safe
J2140,C1080,621.41,0,42.01,0,0,0,0,0,0,86,high_risk
J2141,C1042,965.94,1,7.34,0,0,1,1,7,7,865,safe
J2142,C868,3152.0,0,18.35,0,0,1,0,0,0,420,high_risk
J2143,C527,329.4,0,22.87,0,0,1,1,3,1,1081,high_risk
J2144,C587,474.5,1,5.39,0,0,1,1,11,9,1948,safe
J2145,C981,506.34,0,17.79,0,0,1,0,0,0,15,high_risk
J2146,C1125,1928.32,1,20.61,2,0,1,1,6,6,759,caution
J2147,C353,442.83,1,19.89,3,1,1,1,5,4,914,high_risk
J2148,C707,769.15,1,12.27,0,0,1,1,7,6,1603,safe
J2149,C691,556.74,1,19.33,0,0,1,1,12,12,1969,safe
J2150,C174,340.32,1,17.39,0,0,1,1,0,0,0,caution
J2151,C807,264.19,1,7.66,1,0,1,1,4,4,992,caution
J2152,C255,4096.02,0,18.26,0,0,0,0,0,0,3,high_risk
J2153,C136,3203.96,0,53.24,0,0,0,0,0,0,29,high_risk
J2154,C702,718.77,1,8.13,0,0,1,1,9,9,1618,safe
J2155,C188,25.0,0,48.69,2,1,0,1,0,0,20,high_risk
J2156,C1107,473.97,0,30.47,0,0,0,0,0,0,6,high_risk
J2157,C101,750.69,0,79.8,0,0,0,0,0,0,25,high_risk
J2158,C1152,213.89,1,6.86,0,0,1,1,8,7,1281,safe
J2159,C1196,613.69,1,6.15,0,0,1,1,13,12,1978,safe
J2160,C1176,389.28,1,18.61,0,0,1,1,2,2,14,safe
J2161,C468,311.75,0,22.0,0,0,0,0,1,1,444,caution
J2162,C599,354.59,1,13.31,0,0,0,1,9,8,1394,caution
J2163,C381,816.0,0,35.03,0,0,1,0,0,0,11,high_risk
J2164,C1152,679.12,1,14.74,0,0,0,0,0,0,17,caution
J2165,C416,476.53,1,12.67,0,0,1,0,1,1,181,caution
J2166,C702,940.15,1,3.27,2,0,1,1,8,8,1306,caution
J2167,C1162,141.68,0,66.29,0,0,0,0,10,4,1167,high_risk
J2168,C131,372.03,1,8.29,0,0,1,1,7,7,1554,safe
J2169,C32,819.98,0,47.53,0,0,0,0,2,0,21,high_risk
J2170,C418,464.04,1,3.5,0,0,1,1,6,6,1091,safe
J2171,C1114,458.53,1,7.15,1,0,1,1,13,13,1642,caution
J2172,C154,475.78,0,42.52,0,0,1,0,0,0,6,high_risk
J2173,C690,408.46,1,43.98,0,0,0,0,7,6,1880,caution
J2174,C823,685.69,0,35.34,0,0,1,0,2,1,447,caution
J2175,C647,334.86,0,37.69,0,0,1,0,2,1,370,caution
J2176,C447,1037.77,1,9.03,0,0,0,1,8,8,1164,caution
J2177,C417,217.1,0,26.76,0,0,0,0,5,2,941,high_risk
J2178,C358,838.39,0,32.32,0,0,0,0,0,0,28,high_risk
J2179,C36,665.07,0,43.75,0,0,0,0,0,0,18,high_risk
J2180,C1086,363.53,0,46.44,0,0,1,1,0,0,312,high_risk
J2181,C1017,551.42,0,24.13,0,0,0,1,0,0,12,high_risk
J2182,C1003,668.93,0,36.94,0,0,0,0,0,0,18,high_risk
J2183,C633,625.21,1,15.76,1,1,0,0,0,0,23,caution
J2184,C371,119.71,1,13.98,0,0,1,1,0,0,8,caution
J2185,C8,577.27,1,29.19,0,0,0,0,2,2,551,caution
J2186,C850,222.33,0,35.25,0,0,1,0,6,3,1751,caution
J2187,C845,709.63,1,14.66,0,0,1,1,18,18,1980,safe
J2188,C1056,713.98,0,33.72,0,0,0,0,0,0,27,high_risk
J2189,C509,226.14,0,16.05,4,1,0,0,0,0,117,high_risk
J2190,C789,104.74,0,40.93,0,0,1,0,0,0,53,high_risk
J2191,C474,439.01,1,20.04,2,0,1,1,7,7,1722,caution
J2192,C1144,451.74,0,45.75,0,0,1,0,5,2,906,high_risk
J2193,C75,501.56,0,26.72,0,0,0,0,1,0,182,high_risk
J2194,C682,584.24,1,7.6,0,0,0,1,14,14,1671,caution
J2195,C808,469.02,0,53.48,0,0,1,0,0,0,12,high_risk
J2196,C61,520.76,1,31.28,0,0,0,1,0,0,5,caution
J2197,C779,1547.01,1,20.06,0,0,1,1,4,4,920,safe
J2198,C1151,294.51,1,10.25,0,0,0,1,0,0,15,caution
J2199,C1163,620.71,1,15.2,1,0,1,1,16,14,1865,caution
J2200,C95,603.96,1,3.77,0,0,0,1,8,8,1581,caution
J2201,C131,428.45,1,27.09,0,0,1,1,2,2,422,safe
J2202,C564,289.44,1,13.44,1,1,0,1,9,9,1477,caution
J2203,C1135,810.47,1,13.67,1,0,1,1,2,2,383,caution
J2204,C512,2361.57,1,41.48,0,0,1,1,0,0,8,caution
J2205,C575,727.86,1,11.52,0,0,1,1,0,0,26,caution
J2206,C843,626.6,0,29.06,0,0,1,0,0,0,101,high_risk
J2207,C66,282.07,1,7.26,0,0,1,1,5,5,1459,safe
J2208,C1020,756.23,0,14.9,0,0,0,0,0,0,15,high_risk
J2209,C907,615.73,1,14.4,0,0,1,1,10,9,1407,safe
J2210,C1199,295.13,0,31.18,0,0,1,0,8,3,1013,high_risk
J2211,C497,641.1,0,7.58,0,0,1,0,1,0,81,high_risk
J2212,C918,397.9,1,18.87,2,0,1,1,6,6,1530,caution
J2213,C109,665.8,1,11.88,0,0,1,1,5,5,542,safe
J2214,C352,728.88,0,47.06,0,0,0,1,0,0,14,high_risk
J2215,C153,603.97,1,14.03,0,0,0,1,11,9,1684,caution
J2216,C736,333.03,0,68.54,2,1,0,0,0,0,16,high_risk
J2217,C1157,623.58,1,24.44,0,0,1,1,8,8,1213,safe
J2218,C924,612.3,0,30.56,0,0,1,0,2,1,743,caution
J2219,C786,359.71,0,63.67,0,0,0,0,0,0,21,high_risk
J2220,C850,431.79,0,62.14,4,0,1,0,0,0,18,high_risk
J2221,C1144,880.99,0,18.01,0,0,0,0,0,0,1,high_risk
J2222,C834,831.26,1,7.17,1,0,1,1,5,5,1313,caution
J2223,C932,390.51,0,14.79,7,1,1,0,3,1,542,high_risk
J2224,C318,95.68,1,24.49,0,0,1,1,0,0,23,caution
J2225,C752,796.49,1,7.97,0,0,1,1,5,5,1894,safe
J2226,C825,924.03,0,6.56,0,0,1,1,0,0,356,high_risk
J2227,C144,814.74,0,14.8,2,1,1,0,2,1,1463,high_risk
J2228,C844,429.06,1,9.68,1,0,1,1,13,13,1860,caution
J2229,C541,634.13,0,48.22,0,0,1,0,0,0,18,high_risk
J2230,C1180,315.06,1,35.72,0,0,1,1,0,0,26,caution
J2231,C290,716.22,0,48.01,0,0,1,0,10,6,1877,caution
J2232,C576,383.55,1,18.3,1,0,1,1,0,0,4,caution
J2233,C193,372.95,0,16.51,0,0,0,0,9,5,1177,caution
J2234,C72,482.93,0,10.99,0,0,1,0,0,0,2,high_risk
J2235,C594,387.95,1,15.0,0,0,1,0,0,0,25,caution
J2236,C1155,646.98,0,30.82,0,0,0,0,0,0,29,high_risk
J2237,C377,1106.32,0,28.79,2,1,1,0,4,2,812,high_risk
J2238,C1059,1017.47,0,62.61,2,0,1,0,0,0,29,high_risk
J2239,C1144,610.11,0,44.83,0,0,0,1,0,0,2,high_risk
J2240,C975,430.03,0,28.68,5,1,1,0,4,2,760,high_risk
J2241,C36,844.43,0,23.59,8,1,1,1,0,0,13,high_risk
J2242,C868,437.9,1,4.89,0,0,1,1,7,7,1890,safe
J2243,C36,458.36,1,12.42,0,0,0,0,0,0,9,caution
J2244,C321,1033.04,1,6.83,1,1,1,1,10,10,1860,caution
J2245,C750,400.96,0,173.4,0,0,0,0,0,0,19,high_risk
J2246,C1139,335.42,1,40.32,0,0,1,1,11,10,1773,safe
J2247,C113,2532.67,1,9.44,0,0,0,0,0,0,18,caution
J2248,C1146,782.61,1,15.42,0,0,1,1,14,13,1878,safe
J2249,C666,327.57,1,5.42,0,0,1,1,11,10,1890,safe
J2250,C891,490.11,0,41.85,0,0,0,0,0,0,26,high_risk
J2251,C980,140.16,0,27.27,1,0,1,0,1,0,18,high_risk
J2252,C610,390.86,0,33.61,4,1,0,0,0,0,10,high_risk
J2253,C152,893.86,1,22.89,1,1,1,1,2,2,856,caution
J2254,C937,739.97,0,45.76,0,0,0,0,1,0,18,high_risk
J2255,C86,623.77,1,20.53,0,0,1,1,3,3,1406,safe
J2256,C168,268.75,1,16.47,0,0,1,1,2,2,449,safe
J2257,C1142,360.61,1,7.85,0,0,1,1,11,9,1229,safe
J2258,C1096,1521.92,1,5.55,0,0,0,1,7,6,1950,caution
J2259,C1032,704.32,1,10.18,1,1,1,1,6,6,897,caution
J2260,C1128,760.24,1,16.76,0,0,1,0,0,0,7,caution
J2261,C297,501.74,0,19.81,0,0,0,0,8,3,1309,high_risk
J2262,C1176,681.77,0,23.98,2,1,0,0,0,0,21,high_risk
J2263,C580,354.68,1,12.68,1,0,0,1,10,10,1808,caution
J2264,C118,566.15,0,49.05,0,0,1,1,0,0,62,high_risk
J2265,C187,711.9,1,3.46,0,0,1,1,4,4,1606,safe
J2266,C845,821.21,0,17.36,0,0,0,0,0,0,4,high_risk
J2267,C1007,270.34,1,14.25,1,0,1,1,10,10,1653,caution
J2268,C470,792.66,1,4.0,1,0,1,1,1,1,1621,caution
J2269,C232,984.91,0,9.34,0,0,1,1,3,1,539,high_risk
J2270,C265,219.09,0,96.48,0,0,0,0,0,0,160,high_risk
J2271,C997,186.46,0,31.11,0,0,1,1,3,2,856,caution
J2272,C984,829.53,1,73.82,0,0,0,0,3,3,626,high_risk
J2273,C299,429.34,1,4.37,0,0,1,1,4,4,1121,safe
J2274,C56,469.56,1,57.45,0,0,1,1,0,0,3,caution
J2275,C134,751.46,0,16.66,0,0,0,0,0,0,21,high_risk
J2276,C484,337.32,1,28.14,0,0,1,1,0,0,14,caution
J2277,C257,568.9,0,8.12,0,0,1,1,0,0,1,high_risk
J2278,C547,242.87,1,14.5,0,0,1,1,3,3,650,safe
J2279,C650,690.42,1,15.13,0,0,1,1,0,0,667,safe
J2280,C105,689.38,0,16.96,4,0,1,1,4,1,353,high_risk
J2281,C1063,552.2,0,11.76,0,0,1,0,3,1,586,high_risk
J2282,C945,520.53,0,22.91,0,0,0,0,0,0,618,high_risk
J2283,C48,515.16,1,14.07,0,0,1,1,3,3,540,safe
J2284,C531,483.79,0,13.59,0,0,1,0,5,3,707,caution
J2285,C173,503.28,1,10.76,2,1,1,1,1,1,588,high_risk
J2286,C989,692.44,0,26.1,0,0,0,0,11,4,1371,high_risk
J2287,C665,160.94,0,48.0,0,0,0,0,0,0,11,high_risk
J2288,C229,884.95,1,4.69,2,0,1,1,9,9,1516,caution
J2289,C110,555.55,1,8.53,1,0,1,1,13,13,1221,caution
J2290,C385,968.42,1,16.54,0,0,0,0,9,9,1291,caution
J2291,C418,568.26,1,9.6,1,0,1,1,5,5,1179,caution
J2292,C364,520.09,1,6.3,0,0,1,1,4,4,1848,safe
J2293,C450,643.25,0,64.17,0,0,0,0,0,0,17,high_risk
J2294,C162,268.07,0,65.45,0,0,0,0,1,0,24,high_risk
J2295,C586,304.31,0,42.61,0,0,0,0,1,1,436,caution
J2296,C348,477.76,0,29.38,0,0,0,0,1,0,29,high_risk
J2297,C863,532.98,0,32.35,0,0,0,0,0,0,13,high_risk
J2298,C929,724.17,1,25.77,0,0,1,1,8,8,1795,safe
J2299,C297,533.37,0,43.86,0,0,1,0,1,0,212,high_risk
J2300,C158,808.26,0,78.13,0,0,0,0,0,0,29,high_risk
J2301,C394,25.0,0,28.51,0,0,0,0,3,1,1040,high_risk
J2302,C161,879.35,0,39.08,0,0,0,0,3,1,463,high_risk
J2303,C520,435.72,0,54.51,0,0,0,0,0,0,13,high_risk
J2304,C1116,654.34,0,64.43,0,0,0,0,3,2,1380,caution
J2305,C472,757.72,1,3.1,0,0,1,1,7,7,1161,safe
J2306,C1034,254.56,1,13.11,1,0,1,1,6,6,1053,caution
J2307,C860,806.79,0,48.04,0,0,0,0,8,4,1774,caution
J2308,C1045,3142.03,0,60.71,0,0,1,1,0,0,11,high_risk
J2309,C56,872.68,0,16.92,0,0,1,1,6,2,1259,high_risk
J2310,C849,533.12,1,15.39,0,0,1,1,5,5,653,safe
J2311,C179,517.06,1,18.94,0,0,1,1,16,13,1948,safe
J2312,C731,369.4,0,57.55,0,0,1,0,4,1,525,high_risk
J2313,C167,376.76,0,37.09,0,0,1,1,0,0,27,high_risk
J2314,C1047,504.82,1,19.19,0,0,0,1,0,0,23,caution
J2315,C644,2391.91,0,18.87,3,1,1,1,4,2,453,high_risk
J2316,C697,667.9,1,23.87,1,0,1,1,11,11,1524,caution
J2317,C103,315.58,1,34.68,0,0,1,1,0,0,3,caution
J2318,C374,497.35,0,50.71,1,1,0,0,0,0,546,high_risk
J2319,C91,562.7,1,19.01,0,0,1,1,2,2,709,safe
J2320,C1032,86.7,1,14.11,2,0,1,1,13,13,1373,caution
J2321,C938,689.42,1,8.56,0,0,1,1,8,7,801,safe
J2322,C756,465.11,0,23.47,0,0,1,0,0,0,15,high_risk
J2323,C1177,519.59,0,50.29,0,0,1,0,7,2,1119,high_risk
J2324,C1030,807.94,1,32.45,1,0,0,1,0,0,8,caution
J2325,C45,317.54,1,14.12,0,0,1,1,2,2,488,safe
J2326,C1055,342.31,0,31.4,0,0,1,0,1,1,634,caution
J2327,C208,58.53,1,13.85,1,0,1,1,4,4,468,caution
J2328,C155,500.58,0,75.12,0,0,0,0,0,0,1,high_risk
J2329,C612,733.3,1,31.62,0,0,0,0,0,0,6,caution
J2330,C758,92.3,1,11.49,0,0,1,0,7,7,827,caution
J2331,C1081,307.01,0,36.8,0,0,1,0,5,2,1353,high_risk
J2332,C625,546.45,1,4.71,0,0,1,1,11,11,1582,safe
J2333,C606,421.15,1,8.41,0,0,0,1,10,10,1385,caution
J2334,C113,423.02,1,4.27,2,0,1,1,3,3,1115,caution
J2335,C457,544.13,1,7.29,0,0,1,1,18,16,1952,safe
J2336,C243,880.69,0,23.14,0,0,0,0,0,0,10,high_risk
J2337,C1008,3107.6,0,7.77,0,0,0,0,1,0,428,high_risk
J2338,C440,561.46,0,54.79,5,1,0,0,2,0,345,high_risk
J2339,C925,609.78,1,8.98,3,0,1,1,4,4,803,caution
J2340,C73,123.84,0,30.15,0,0,0,0,0,0,29,high_risk
J2341,C961,578.35,1,7.27,0,0,1,1,10,10,1930,safe
J2342,C754,205.08,1,17.1,0,0,0,1,9,9,1414,caution
J2343,C282,518.94,1,27.9,1,0,1,1,6,5,1389,caution
J2344,C926,732.25,0,37.1,5,1,1,0,2,1,490,high_risk
J2345,C781,430.03,1,15.01,3,1,1,1,9,8,1196,high_risk
J2346,C781,728.21,0,8.29,3,1,1,0,3,1,393,high_risk
J2347,C221,167.98,1,11.46,0,0,1,1,11,11,1093,safe
J2348,C566,568.7,0,39.98,0,0,0,0,7,3,411,high_risk
J2349,C549,571.86,0,75.15,0,0,0,0,0,0,15,high_risk
J2350,C245,25.0,1,17.53,0,0,1,1,10,10,1935,safe
J2351,C1007,615.87,1,42.64,0,0,1,1,8,7,1789,safe
J2352,C728,25.0,1,10.62,2,1,0,1,0,0,17,high_risk
J2353,C955,547.02,0,19.36,2,1,1,1,0,0,4,high_risk
J2354,C1145,601.97,0,34.12,0,0,1,0,2,1,502,caution
J2355,C667,427.21,1,35.4,0,0,0,1,0,0,17,caution
J2356,C364,2072.31,1,28.88,0,0,1,1,5,5,1503,safe
J2357,C925,965.32,0,7.99,0,0,0,0,7,4,1092,caution
J2358,C693,402.69,1,13.02,0,0,1,1,1,1,585,safe
J2359,C82,278.17,0,53.06,0,0,1,1,0,0,11,high_risk
J2360,C418,920.52,1,25.91,1,0,1,0,5,5,1686,caution
J2361,C997,550.55,0,38.05,0,0,1,0,4,2,531,caution
J2362,C684,742.89,0,25.76,0,0,0,0,17,11,1923,caution
J2363,C954,560.2,0,5.92,0,0,0,0,0,0,11,high_risk
J2364,C1163,25.0,1,41.84,0,0,1,1,11,9,1783,safe
J2365,C891,333.27,1,21.48,1,1,1,0,3,3,1033,caution
J2366,C369,2099.91,1,9.69,0,0,1,1,0,0,22,caution
J2367,C174,401.74,0,30.13,0,0,0,0,0,0,17,high_risk
J2368,C258,401.36,0,42.79,0,0,0,0,0,0,25,high_risk
J2369,C257,131.48,0,48.67,0,0,0,0,0,0,12,high_risk
J2370,C527,549.84,1,7.14,0,0,1,1,0,0,24,caution
J2371,C264,453.08,1,6.72,4,1,1,1,11,10,1859,high_risk
J2372,C886,65.0,1,16.45,1,1,1,1,8,8,1941,caution
J2373,C822,443.18,0,19.18,2,1,1,0,1,0,766,high_risk
J2374,C124,478.31,1,4.19,3,0,1,1,14,14,1346,caution
J2375,C338,716.8,0,18.64,0,0,0,1,0,0,5,high_risk
J2376,C120,397.3,1,14.77,0,0,0,0,6,6,1008,caution
J2377,C160,699.15,1,4.56,0,0,1,1,4,4,1259,safe
J2378,C742,676.71,1,39.68,0,0,1,0,4,4,850,caution
J2379,C676,339.87,1,24.85,1,0,1,1,5,5,1609,caution
J2380,C270,3354.96,0,46.99,0,0,0,0,2,1,403,caution
J2381,C429,4298.99,1,17.37,1,1,1,1,0,0,16,caution
J2382,C1103,722.76,1,5.8,0,0,1,1,8,8,1966,safe
J2383,C578,574.04,1,7.36,1,0,1,1,7,7,1704,caution
J2384,C974,481.89,0,59.97,1,1,1,0,0,0,120,high_risk
J2385,C877,229.66,0,22.73,2,1,1,0,0,0,16,high_risk
J2386,C361,740.12,1,11.95,1,1,0,1,6,6,1268,caution
J2387,C279,209.92,0,30.76,0,0,0,0,0,0,25,high_risk
J2388,C1103,469.22,1,11.09,0,0,1,1,6,6,1692,safe
J2389,C1088,719.24,0,33.94,0,0,0,0,0,0,22,high_risk
J2390,C210,302.0,0,23.49,0,0,0,0,1,0,324,high_risk
J2391,C863,500.11,1,9.29,0,0,1,1,5,5,1052,safe
J2392,C206,185.84,0,30.22,0,0,0,0,0,0,5,high_risk
J2393,C983,428.66,0,32.29,0,0,0,0,0,0,3,high_risk
J2394,C30,301.39,1,8.44,1,0,0,0,8,7,1560,caution
J2395,C497,343.69,0,15.79,6,1,0,0,1,0,27,high_risk
J2396,C429,1582.94,0,21.71,0,0,1,0,5,3,930,caution
J2397,C705,633.2,0,16.04,3,1,0,0,6,2,912,high_risk
J2398,C932,386.3,1,11.71,0,0,1,1,9,9,1881,safe
J2399,C942,556.1,0,14.29,0,0,0,0,7,3,429,high_risk
J2400,C437,409.37,0,8.71,2,1,1,0,6,3,672,high_risk
J2401,C58,430.48,0,87.6,4,0,0,0,0,0,24,high_risk
J2402,C1115,270.27,0,15.19,0,0,1,1,1,0,328,high_risk
J2403,C441,397.15,1,4.33,1,0,1,1,0,0,2,caution
J2404,C1122,226.14,0,57.17,5,1,0,0,0,0,25,high_risk
J2405,C139,922.74,0,27.24,0,0,0,0,0,0,1,high_risk
J2406,C887,741.9,1,11.69,0,0,1,1,8,8,1413,safe
J2407,C962,991.45,0,39.26,0,0,0,0,0,0,22,high_risk
J2408,C235,727.96,1,21.16,0,0,1,1,10,10,1815,safe
J2409,C1167,563.37,1,13.85,2,0,1,1,3,3,621,caution
J2410,C97,64.46,1,4.98,0,0,1,1,11,9,1988,safe
J2411,C1085,709.81,1,5.63,0,0,1,1,7,6,760,safe
J2412,C287,772.07,0,10.84,0,0,1,0,5,1,1442,high_risk
J2413,C1103,274.91,0,19.04,0,0,1,0,9,3,813,high_risk
J2414,C380,614.45,0,43.77,0,0,1,0,0,0,13,high_risk
J2415,C451,533.26,0,15.77,5,1,1,0,2,1,690,high_risk
J2416,C715,488.73,1,7.68,2,0,1,1,10,9,1691,caution
J2417,C626,612.78,1,7.49,2,0,1,1,10,10,1285,caution
J2418,C1067,596.2,0,18.08,5,1,1,0,6,3,598,high_risk
J2419,C468,1796.18,1,21.2,0,0,0,0,13,13,1923,caution
J2420,C433,696.73,0,21.65,0,0,0,0,3,1,1427,high_risk
J2421,C440,210.97,1,22.52,1,0,1,1,6,6,874,caution
J2422,C653,600.15,0,18.77,0,0,0,0,1,0,297,high_risk
J2423,C19,561.64,1,11.82,0,0,1,1,12,12,1947,safe
J2424,C642,1291.45,1,10.35,1,0,1,1,11,11,1517,caution
J2425,C710,752.18,1,16.9,0,0,1,0,8,8,1345,caution
J2426,C463,124.0,0,48.24,0,0,1,0,0,0,28,high_risk
J2427,C976,556.35,1,16.01,0,0,1,1,0,0,20,caution
J2428,C35,541.49,1,58.84,1,1,1,1,1,1,487,caution
J2429,C478,818.69,1,35.72,0,0,1,0,4,4,497,caution
J2430,C381,633.89,0,15.45,0,0,1,1,1,0,185,high_risk
J2431,C1021,269.21,1,26.39,0,0,1,1,0,0,153,safe
J2432,C852,408.95,0,74.28,1,0,1,0,0,0,15,high_risk
J2433,C537,825.05,0,16.33,0,0,0,0,0,0,24,high_risk
J2434,C381,469.26,0,10.11,0,0,0,0,0,0,6,high_risk
J2435,C768,278.17,1,13.63,1,0,1,1,5,5,1160,caution
J2436,C879,489.94,0,33.24,0,0,0,0,0,0,3,high_risk
J2437,C16,835.61,0,4.93,0,0,1,1,5,2,846,high_risk
J2438,C1185,330.4,1,12.95,0,0,1,1,12,12,1587,safe
J2439,C746,290.43,1,15.06,0,0,1,0,6,6,1629,caution
J2440,C486,454.47,0,25.0,0,0,0,0,0,0,22,high_risk
J2441,C354,370.16,0,92.87,0,0,0,0,0,0,22,high_risk
J2442,C766,647.45,0,31.51,0,0,0,0,0,0,9,high_risk
J2443,C963,429.55,0,23.28,0,0,1,1,0,0,1,high_risk
J2444,C1026,570.34,0,36.04,4,0,0,0,0,0,9,high_risk
J2445,C3,825.88,1,5.3,0,0,1,1,3,3,676,safe
J2446,C737,310.36,0,15.41,0,0,0,0,2,1,241,caution
J2447,C133,707.39,1,2.21,2,0,1,1,11,11,1844,caution
J2448,C309,681.04,1,18.47,2,1,0,0,4,4,430,high_risk
J2449,C982,251.75,0,62.43,0,0,0,0,0,0,24,high_risk
J2450,C154,775.35,0,31.62,0,0,0,0,6,3,843,caution
J2451,C536,254.0,0,30.18,0,0,1,0,2,0,300,high_risk
J2452,C20,208.82,1,11.36,0,0,1,1,10,9,1617,safe
J2453,C323,331.91,1,29.49,0,0,1,1,12,11,1405,safe
J2454,C648,339.14,1,17.98,0,0,0,0,0,0,29,caution
J2455,C24,430.76,0,50.1,0,0,1,1,0,0,9,high_risk
J2456,C1093,278.34,0,57.55,0,0,0,0,1,0,12,high_risk
J2457,C432,613.76,1,5.2,0,0,1,1,6,6,1900,safe
J2458,C75,474.02,0,39.18,0,0,0,0,3,1,888,high_risk
J2459,C954,536.8,1,6.08,1,0,1,1,4,4,1321,caution
J2460,C43,635.68,0,18.86,5,1,0,0,3,1,325,high_risk
J2461,C637,804.74,0,23.71,0,0,1,0,6,3,484,caution
J2462,C376,413.23,0,75.62,0,0,0,0,0,0,17,high_risk
J2463,C143,377.08,1,12.74,0,0,0,0,1,1,26,caution
J2464,C412,660.02,1,17.69,2,0,0,0,7,7,1237,caution
J2465,C448,750.96,1,4.66,0,0,1,1,7,6,1850,safe
J2466,C439,515.93,0,23.63,0,0,1,0,4,2,631,caution
J2467,C415,514.09,0,26.78,0,0,1,0,1,0,26,high_risk
